Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
187,0.2231752805044763,0.366684028709915,0.39791344504524023,0.16351811206579878,-0.294754906227884,-0.5,0.3940235784788042,-0.33061708747430846,-0.5,-0.5,-0.5,0.2549892136365156,0.08120899196915439,0.7199528809814576,-0.07761632349014644,1.0,-0.047994720171152604,-0.09159725781159284,-0.4673388912148345,-0.5,-0.2909689751979453,-0.5,0.08445045585698978,-0.5,-0.5,0.5120166356574336,0.09867594712997252,-0.5,0.8323609830178118,0.3556328918716938,0.7318709299974704,-0.5,-0.3269933648679802,0.5174583473809728,-0.3457440818453207,-0.34559841148765347,-0.5,1.0,0.21518629745536366,-0.09816144483928671,-0.1558862915761201,-0.5,0.5137738563555468,0.0004039805938810949,1.0,0.7758116225546232,-0.5,-0.3570670467198505,1.0,-0.5,0.6422987848797987,0.007669333051380821,-0.5,-0.5,-0.4420205123939927,-0.1936144675582778,1.0,0.7996532515559854,-0.022816260228886488,-0.5,0.5796837613227983,0.5592568858894016,0.6654027107264981,-0.2249892790942408,-0.2640117936517925,-0.5,-0.42809903577141817,-0.3799059031213662,-0.10982106779366661,-0.002086830123893341,-0.5,-0.5,-0.5,1.0,0.6386845497941619,-0.5,1.0,-0.5,0.2042948074057494,0.32142193204216035,1.0,0.004945802784389418,0.22655587439199606,-0.5,0.1002529065003935,0.20294419334974553,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-0.5,0.0675583041880563,0.41422623896363586,-0.5,0.05731433042598291,-0.3525151374651051,0.8560986894374186
188,0.23516832942305416,-0.5,-0.03920820535912978,0.9161703351568474,0.9612903664615944,-0.5,0.4809433549517579,-0.5,0.7735742435351668,0.02190564996232665,-0.09181796354741338,-0.5,1.0,-0.5,-0.5,-0.5,-0.08363871441997887,1.0,0.6710537270201767,-0.5,0.5169038072663203,1.0,-0.5,-0.5,-0.5,-0.5,-0.2814435308706095,-0.2379538898696308,-0.47259154921803576,0.1657858551242494,0.2942202375506824,-0.5,1.0,0.8275029334718719,-0.5,-0.0165048907148889,0.1125475580153353,0.29489406864897133,0.2390198822811293,0.08088181841820093,-0.49291885720152157,-0.1925577697478205,0.12152964516447924,0.14821081921304277,-0.5,-0.5,-0.5,-0.5,0.5683187871958064,0.19331553436952867,0.3846420270602831,-0.11338049428653953,0.7643993285045221,-0.06131812770248082,-0.5,1.0,-0.3980264317217354,-0.5,0.6262711737986527,0.2186653873697475,0.3756545171782246,0.5217974827579792,0.4509329775556064,0.5519784122850294,0.09360537010957284,0.35847153983604285,-0.4685445547140943,0.7220221248883532,0.633075741473547,0.6336133371877551,0.365732903220958,-0.5,-0.3636587684887898,0.20405797203754408,-0.5,-0.16236122725490662,0.047089997078582066,-0.5,-0.20200897677367557,-0.5,-0.5,-0.5,0.20567718137623145,1.0,-0.5,0.1734676326965801,0.4557237249758947,-0.5,-0.5,-0.5,-0.20375542266832844,1.0,-0.5,0.06637883943309414,-0.07870849929486254,0.7446078117090413,-0.5,-0.20171567999551926,-0.1834579613450703,-0.5
189,1.0,-0.5,-0.05892826736787066,-0.24373265586352985,0.7448562307476458,-0.5,-0.0024559627194306426,0.028888015159642042,-0.17996678088311147,0.1795962396673367,0.835839236435606,-0.5,0.3547664560277734,-0.5,-0.5,-0.5,-0.5,-0.1466763781376998,-0.5,-0.19748715745362325,-0.5,0.3538846838535652,-0.5,-0.5,-0.2152327797009924,0.03752689985438427,-0.11015670772848754,0.27686756382681094,-0.5,0.6028878311804597,-0.5,-0.3977876087887275,-0.026945903180886417,-0.46997047228347577,0.17183711130318932,0.5949291931484234,-0.5,-0.30070283533539227,0.8560235554533178,0.7696225198186938,1.0,-0.11299396960464192,-0.3824633010012417,-0.5,0.850979677956057,1.0,-0.31014537760025884,-0.3409667130190098,0.8955622694751458,-0.5,-0.5,-0.5,-0.49675319116227973,0.7932315661649338,0.7775533704414334,0.156155455697843,0.959375880686466,0.5113030680583963,0.12524396748584662,1.0,-0.5,-0.5,-0.14092374217904344,-0.5,0.20818116338114556,0.46832641477576126,1.0,0.3723231979104138,-0.5,-0.5,0.005069648911796427,-0.07196543748973162,0.8119172395975721,-0.5,0.4668891157254222,0.3628390672002656,0.3579082201996552,-0.20748369639695102,0.778515837643652,0.3454803700888419,0.3261427308597538,-0.5,-0.5,-0.5,-0.5,0.5120553707987218,1.0,-0.5,-0.5,0.501034024074656,-0.06302664828796442,0.3978538175650396,-0.5,-0.5,0.2828869564414042,-0.5,0.09367417570392186,-0.057775318248793096,0.6796461592506358,-0.5
190,-0.2835665128517571,-0.5,0.5533062425115624,-0.5,-0.1433706561606968,0.07580615673662372,-0.2242943753501548,-0.5,-0.09436490191405873,0.5719534087369026,0.2181286785283332,-0.5,0.23855866842117002,-0.5,1.0,0.2981422180453319,-0.5,-0.24693352398606078,-0.5,-0.17283374248256744,-0.5,1.0,0.7411239601642707,0.4756357309952284,-0.2510509908309029,-0.1239041409456107,-0.5,-0.40074845302458956,-0.5,0.022264438582338297,-0.5,0.004237120755337788,-0.09819709157532437,0.4788684896283255,0.7097204853625272,-0.20057157874808065,-0.19821164913672112,0.7453020421930362,-0.5,0.22922230449614875,1.0,0.41526010229725685,0.6018887638667949,0.28258441260808476,0.5531099030551139,0.5517352072597411,0.9689226101064942,-0.07983435889883166,-0.5,-0.2082388094376341,0.14762959830109545,1.0,1.0,0.07169844397967125,-0.03812989407721076,1.0,-0.47958310762919937,0.14551963189079065,-0.5,0.4092981482909741,0.09799829683006227,-0.5,0.7307301588171946,0.5140715308962575,0.5676395011981231,-0.5,-0.5,0.44011038046578677,-0.26529337763510247,-0.5,-0.5,0.7038581756791836,0.7558374896208894,1.0,-0.5,0.15786381496531376,0.7731275570171243,0.45440240567645973,-0.4576751213078964,0.40891406337895275,-0.5,0.16709433335354057,-0.5,-0.5,-0.5,-0.43625100351667306,-0.5,-0.5,-0.5,-0.4786906477074785,1.0,-0.5,-0.1287033010672001,0.48744052638629054,-0.29650491410833957,-0.5,-0.5,-0.18713419728056271,-0.5,-0.5
191,-0.5,-0.06923809298018001,-0.08464996523621504,0.3274467006432166,1.0,0.6132066538452626,0.2984124459352892,-0.5,0.7837038288687458,0.26598160106361257,-0.5,1.0,0.49281884809328924,-0.5,-0.19407234993877287,-0.15943382292894182,-0.4227263681722926,-0.021801446995271714,-0.3680291392504783,1.0,0.35205504914546853,-0.4287072551229684,-0.5,0.45749973751544,0.3816001637411757,0.17676422132901606,0.7450744727932413,0.929248556153589,-0.5,0.08570997399856975,-0.5,0.27440990468945,-0.5,0.6805927269176409,-0.5,1.0,0.06595576653540747,-0.32226507880980554,-0.5,0.6942177196639695,0.7568406537431338,0.1647005294015715,0.7632028072607766,0.18646673202936243,-0.5,-0.25356903072607084,-0.5,-0.03004107448632253,-0.5,0.45206152437135394,-0.30992529573673594,-0.5,0.04487478663878852,0.2857201670163857,-0.5,0.1969819143351666,0.6624357530759363,1.0,-0.18198905665407453,-0.5,-0.2857656638011368,0.7217042833029791,-0.11621108670953234,0.4174081937900323,-0.5,-0.5,-0.3813462100960911,-0.4866255873987846,-0.5,-0.1991788722890159,-0.5,-0.5,-0.42350193415840803,-0.3079306853654664,-0.5,0.07998012949954343,0.08131715121538391,-0.22887730758094846,0.7031781853270271,0.7384338519666622,-0.3471140589019981,0.23459510778049592,-0.459227359733104,-0.5,-0.5,0.39297034760824656,-0.5,-0.5,-0.5,0.6577656258666321,0.4248106427140529,-0.5,-0.33781214715635055,0.5426465665077419,0.8137085693866867,0.5134418336523414,0.22677084244504578,-0.11426605668454731,-0.5,0.5978535561890291
192,0.7252656790371557,0.6114078626335433,-0.5,0.7220167578492785,-0.5,-0.3631905863925566,0.07839784396241875,-0.5,-0.5,-0.167106632664439,0.023575299455131593,-0.22835660123006019,-0.3443788095762292,0.11137885638430771,0.3851312078760607,0.1443795198325578,0.20159425895648592,-0.18275972641622384,0.04245812199122679,0.14222372637850908,-0.19736220250548828,-0.05245537524588024,0.13399730510518235,-0.5,0.1973250300944913,-0.35378616880967007,0.12461224334502735,-0.5,-0.5,1.0,-0.5,1.0,-0.255266513512389,-0.19583155818493347,-0.5,0.09516580450050884,-0.11572068721248861,0.12052518157900151,0.65682174293663,-0.5,0.11978633277691038,-0.05854844469627593,-0.16673699934876254,0.24835660604732931,-0.5,0.7042962088833962,0.16442042712476873,1.0,-0.5,1.0,0.5255757618793974,-0.2689197221802817,0.08035898437137216,-0.5,-0.39389931871672984,-0.4233600315014047,-0.5,0.5386982662826266,-0.5,-0.5,0.08462872436623817,0.6333906150887726,0.6017958162901259,-0.03574669027452134,-0.5,0.6391788064484476,0.8058970486584057,0.8936403280086064,-0.5,-0.5,-0.455491127765871,0.7330518692191051,0.7739360205283334,-0.5,-0.5,0.6553184647841804,1.0,-0.5,1.0,-0.5,-0.34316479906665087,-0.17383814054771624,0.8266498640213319,0.273626550171007,0.5529461011641673,1.0,-0.14903653478288054,1.0,-0.5,-0.42573383333857945,-0.22980965785011748,-0.5,-0.4265451246625649,-0.22012801007704966,-0.5,0.5567671193754639,-0.5,0.02354873401452361,-0.5,-0.5
193,-0.5,-0.5,0.19301818561282594,0.4299297237024183,-0.1887581871138073,0.7423247658160672,0.1433872671584569,-0.5,-0.5,0.555492530590854,0.0410363617344413,-0.5,1.0,0.31608538485585924,-0.44181695257252185,-0.11577682625102607,0.2934506067935936,0.6308303767057963,-0.24924852620760904,-0.5,-0.5,0.058063624557501206,0.7052315762804432,-0.1694641539758281,0.6505607329650203,1.0,0.04058455520250798,-0.4820480144192131,0.9026056056495451,0.14670255757865316,-0.5,0.4034056379522435,0.5327691562266881,1.0,-0.5,0.1470494068887497,0.005584450552797932,-0.2317219743858092,-0.2886553571462306,0.25004729049355806,-0.21376852405380087,-0.5,0.22235929486313857,0.1979734228944988,-0.22899878511842725,1.0,-0.1601550117273303,0.39378133344482386,-0.2776607806629981,-0.5,-0.5,-0.5,-0.2708896460874935,-0.5,1.0,-0.38292260236644193,-0.5,-0.5,-0.5,0.11594994439272156,-0.5,-0.03100102671799748,0.0260837292224591,0.22536884088059758,-0.1293822438003167,-0.3531864924662481,-0.17605996049546327,0.1525516931661771,-0.5,0.1251347751818485,1.0,0.09884449067513952,-0.057775867363009714,-0.359028383174492,-0.5,0.5296133459070154,-0.5,-0.19631408826748228,-0.5,-0.5,1.0,0.12505676033516697,0.04698968260412894,0.05178087926921968,0.9626417805041622,-0.027013260523117606,1.0,-0.3156243762242052,-0.5,1.0,0.5838091024542346,-0.0222264682120744,0.3156869631662606,0.18873670937402662,-0.32691144634243613,-0.5,-0.5,0.3718174826239859,-0.5,0.47719596945050474
194,0.49987831343869105,-0.5,-0.02755163362189446,-0.5,-0.2768509573114642,0.49176339264900465,0.8860173443518162,0.36964476478481745,0.6593699455166905,0.29336696172442706,-0.5,0.01558186289624167,0.592485790074182,-0.5,-0.15341908037594948,0.22801736394753508,-0.5,-0.47666719875715646,1.0,-0.5,-0.4504988691176102,-0.24516823538199597,0.15746975677726335,-0.2550846445018501,-0.5,0.052970873945073674,0.048418751361743416,1.0,0.40148441285918324,-0.2836399080643786,-0.5,1.0,-0.5,-0.5,1.0,0.3810056453761505,-0.22859663669373428,1.0,1.0,0.22063873647095988,-0.5,-0.13608082476781228,0.27241586016914665,-0.3628481396102307,1.0,-0.5,-0.5,0.26487118937199694,0.02272619183260429,0.28105822740023495,-0.32453378716489006,0.2319407147530359,-0.1762326562265044,-0.5,-0.5,-0.28530412116219167,-0.2596495952597659,-0.5,-0.5,-0.2528507821301252,0.11552042191791763,0.5773273531508271,-0.14883385400203225,-0.5,0.3572256477524977,-0.5,-0.5,1.0,0.04222336912550455,-0.2571873725249647,-0.5,-0.11370649781875931,0.0033772261874617624,0.7841297462370225,0.9961750408677204,0.5126559248038578,-0.21490540421624815,-0.5,-0.1418387245805336,-0.5,-0.5,0.5312827721220714,-0.5,0.016911366143302232,0.008268071102989775,-0.29708181334655576,1.0,1.0,1.0,0.26442736509889025,-0.4252385822219403,-0.0075827506834160365,-0.5,0.16300927480519217,1.0,-0.3288351082985853,-0.5,-0.5,-0.5,0.034356497942986515
195,0.05230585244672182,0.1881969533024171,-0.5,0.803638661253373,0.550710355731312,-0.5,0.03830017697986026,-0.06124656078409531,-0.048659730719279225,-0.4577484848141512,-0.5,-0.5,-0.5,-0.1593918283680145,0.6994833340609169,0.6428290367174494,-0.5,0.8445758203840311,0.12597564946030984,0.17429417212216008,1.0,-0.35060130014482027,0.01867963972526631,-0.5,0.9769325303027103,-0.24324584449976283,0.7589070781566941,0.9122101082267494,-0.02347514276074878,-0.5,-0.5,-0.5,-0.5,-0.5,0.9393056151301737,-0.5,-0.5,-0.22168045088854932,0.1083703092097669,0.4886388396600649,-0.5,0.8797602316015016,-0.36322633238984803,-0.5,-0.5,-0.5,-0.089188176897594,-0.4599889326894407,0.2653045177905112,-0.4714894732965961,0.18389660469266436,1.0,0.46090202821604787,0.5207829842211168,0.13958158140629529,-0.04874105867065428,0.7852763524282202,-0.5,-0.020389570134800576,0.5517026546693231,0.2105309580881067,-0.5,0.8090216924533469,-0.08772297824435073,-0.161420529234419,-0.5,-0.5,-0.12606384342444127,-0.37310574582258826,-0.5,-0.15710259571145319,1.0,0.7899977935165995,-0.5,-0.06938590387621653,-0.5,-0.11178891980080331,-0.45847131044681816,-0.1145502877790169,-0.20184377309932577,0.6344042564464816,-0.5,-0.5,-0.5,0.7373536246428816,0.08259290032384224,0.589583154506188,0.6261343512330075,0.25622286815784884,0.10198323809725618,0.5597997473658016,0.41470944080699323,0.9000803701625824,-0.2884088488941865,-0.5,1.0,-0.5,-0.4159904565906643,-0.5,0.3764839615126582
196,-0.5,-0.4754426442530517,0.6572794470948168,-0.26827769725331885,-0.0132897786258385,-0.17049316525127037,0.10227242055111804,0.7995534899496357,1.0,0.12361190368738695,1.0,0.7574445183519354,-0.5,-0.5,-0.09286563109287564,-0.5,-0.3928295417989917,-0.5,0.4688416546853552,0.16514410122407053,-0.5,-0.5,0.4925167564559763,-0.09878316529812445,0.39081807056603257,-0.11837109916028074,-0.5,-0.45114923426838716,0.22826507299773036,-0.5,-0.5,0.6065965605491638,-0.5,-0.5,0.018146216793402496,-0.5,-0.21262100826235833,0.7607103188767698,0.11643257872143675,-0.5,-0.03930694167580209,-0.5,0.3286569840148322,-0.5,-0.5,-0.5,-0.4032615951791547,0.22463259230769603,0.3689914182535102,-0.16021225363874075,0.40413516087976487,-0.4150829976536368,-0.5,0.08158811169434975,0.8132998459766052,0.9014077850053527,0.6823462605233709,-0.5,0.6260797383485136,0.052947936613948886,-0.5,-0.0968504270001676,-0.06771317189495794,1.0,0.029561223917529224,0.40994696064663777,-0.014273380374480393,0.44392433778536566,0.7815683141748134,-0.22248504890454215,0.18645696521075303,0.34221346671972924,0.4771427977735674,-0.5,0.30449973298943533,-0.5,0.7907108916610278,0.06507244692938102,0.22165758708135738,0.37272646307101814,0.5972187137840897,0.03765218499996381,0.510015030692723,0.04615966270397326,-0.08331317580703404,-0.5,-0.5,-0.37945074551583025,0.4009973624676666,0.15697441739093979,0.09001490173299698,-0.47998986256880605,-0.5,-0.5,-0.5,1.0,-0.5,1.0,-0.5,0.28007605782262873
197,0.585410440239838,1.0,-0.5,-0.5,-0.5,-0.4879108909262764,-0.5,-0.5,0.4647976971449552,0.04763608485874288,-0.3888011835868737,-0.5,-0.23741844381681687,0.6939474780798364,0.6193800652209924,0.5630914268826143,-0.5,0.09566085537156854,1.0,0.3529196193324504,-0.5,0.7920852392325944,-0.5,0.29346195374775336,-0.16707690820226392,-0.5,-0.5,-0.19677669185679528,0.47124478294919264,-0.5,-0.5,0.36358162802195393,0.4101431700685583,-0.5,-0.5,-0.5,0.3476051837254802,-0.5,-0.07405579211970585,0.5850387031674678,-0.5,0.14838054714899773,0.9323401291671604,1.0,-0.5,0.03313423408589172,-0.47270191184235516,-0.18043193545302805,0.9977994916954198,1.0,-0.24886270296201074,0.6664148319851819,-0.5,0.4904157513910613,0.18380002363622716,0.26928378924012186,0.15784691277813903,0.9099425225420037,0.48398686766412685,0.16469000006419093,0.02776572066551847,-0.5,0.5275594762047751,-0.12397395621308765,-0.5,0.45785613285469196,0.19540394123088536,-0.27985709804812975,-0.13560439979166986,-0.5,-0.08186187117544844,-0.5,-0.4342759265961935,-0.24350048278466116,0.6123764052460827,0.8630981149965394,-0.5,1.0,-0.5,0.49639287011114924,0.2738142403631226,0.24774929892782974,-0.05291060854094949,-0.3668762032002981,-0.12585784004308367,-0.4791645945648379,0.5624924261146833,0.049684043249249,-0.5,-0.3033879717949978,-0.5,0.061044052403295294,-0.04219647590144008,0.40950486492581273,0.23100986106949067,-0.5,-0.5,0.08094347260260563,-0.5,0.40543680450580355
198,-0.0728280078678052,0.09908113157800894,-0.3883560821990367,-0.5,-0.35689341623141885,0.5603656713775949,-0.5,-0.5,1.0,0.8180866449737934,1.0,-0.5,-0.5,-0.5,-0.16344879465238282,0.43623041906616716,0.5322763521911915,0.8153252054582035,-0.5,0.1683776664803963,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,0.582045368545937,-0.0055621794340395304,-0.5,0.41215648277764755,-0.4154555797381117,-0.3980114646476934,0.5508722422820246,0.21075795136612369,0.3434800171377566,-0.5,-0.5,-0.5,-0.05567157148914495,-0.3277973525141696,0.4089469288742337,-0.5,0.17824165051469504,0.9685382646679067,0.053796670394279066,0.365805304844323,0.45881650374431093,0.7647097177019228,0.30395552658994607,0.10058690202369985,0.020835207026426703,1.0,-0.15698058629635997,-0.5,-0.5,0.20545256335337425,-0.5,0.4251827157127093,-0.5,-0.5,-0.42443443570531014,-0.5,0.013861598347272575,-0.5,0.26841877888422416,0.10325627139566311,-0.1884546354794849,0.30861389761883773,-0.5,-0.5,-0.5,-0.3683757843313447,0.7117783546795138,-0.5,0.46678270242234354,0.8527059851892436,-0.20934426259715885,0.011399829580244863,-0.09304660426305442,0.17570000201321864,0.6892264029441784,0.9720351358479362,0.37299665248134456,-0.5,0.5412595699433564,0.5374127242183314,0.2973577023854554,0.47761389870748744,-0.34742360455797905,0.6344592046315042,0.3389566021937771,0.16218965249249395,-0.5,-0.20520363586855972,-0.5,0.33033394862362014,-0.5,0.31626791166246754,0.18126811166127524
199,-0.09899170840860147,-0.45418168295585537,0.5887011502738934,0.11036700857009807,0.24456844395715505,-0.5,-0.5,0.4680756874615246,-0.5,-0.018742479992858798,0.12132785059412877,-0.5,0.3172342665328551,0.014829193096699807,-0.4871153339344283,-0.5,0.7967523727761332,0.22633437066144418,-0.5,0.8406863215255023,0.6426394544895526,-0.5,0.8581321028225722,-0.09272050270897206,0.15694807435292082,-0.5,-0.5,-0.2827501651888947,-0.5,-0.5,0.7887669669604759,1.0,1.0,-0.5,0.37876048654794675,-0.18117690765864394,-0.31484329032918545,-0.22496529893889913,1.0,0.4420155124410959,0.09021830138414944,0.708789141960655,-0.5,0.9913457842787935,0.542947373388616,-0.5,-0.23842464583436931,-0.5,-0.40276649469457004,-0.5,0.5472338051424624,0.38395658369749736,-0.5,-0.06314961621401785,-0.5,-0.01666343068015628,-0.1326592545785321,0.5878122550499646,-0.15566038779505506,0.26025104712786373,0.9782935849058287,-0.5,0.0025421139977696993,-0.11542719748351872,-0.5,-0.2800236412370043,-0.018567032867493755,0.2987791574998654,0.2213038075032622,-0.5,-0.5,0.2242187873732937,-0.15217324743006078,0.8808464824468288,-0.19788777645318403,0.07973502235134144,-0.5,-0.34665875744015945,0.7168873391606212,0.6141408253151538,-0.3176337781315659,-0.5,0.5976855729748266,0.6033918370260565,0.7480952480419283,-0.5,-0.3265326239134386,-0.5,-0.5,0.9676498791412794,-0.4283380032146189,-0.4021120259969484,-0.0672554033139814,-0.5,0.755252382939314,-0.5,-0.5,-0.37398147982425356,0.1916508222835611,0.9432779950339796
200,-0.5,1.0,0.3719126334198743,1.0,-0.5,0.5644864873617121,-0.5,-0.5,-0.5,-0.5,0.03261143722399695,-0.5,0.014139777624790148,-0.5,0.002392188759074513,0.056241555959060406,0.09897929632588709,-0.5,-0.5,-0.11253068021070224,1.0,-0.5,0.027039041297067995,0.7279581871413933,-0.2855987195616152,-0.5,-0.5,0.9125742748024307,0.1484327386447777,-0.5,-0.5,-0.5,0.10626822819675388,0.6057580948470408,0.13113045638195,-0.27735742592358953,0.7991432507892245,1.0,1.0,-0.5,0.9888026635286313,-0.5,-0.5,0.254295375374884,-0.3989806336511675,0.9256074598640205,0.6598739535032091,0.6603351416494239,-0.5,0.3032685167771095,0.10860893910121135,0.5854127051226293,-0.4868812643748671,0.5507651469093917,-0.5,-0.5,0.36875479041719783,-0.012863024672932918,0.22464008047257095,-0.5,0.011612027946193357,0.3018150781719286,-0.014309058436139242,0.031172674560121804,-0.5,-0.5,0.46525806705972095,0.5475878509834666,0.9216057911360303,0.8987445210223325,0.019382295291312402,-0.5,0.34808255019590606,-0.5,0.5821296805448032,-0.42129330191859,0.03981388076886299,0.08742857488116607,-0.5,0.9403965180057452,-0.5,-0.44998164103556676,-0.07716045300413141,-0.5,-0.5,-0.5,1.0,-0.5,0.5604175252381615,0.5863968378307362,-0.2681887526406432,0.9482943422216805,0.016466618311402503,-0.5,-0.31672597812303305,-0.342342051904398,-0.1144716421425164,-0.5,-0.3004733178598038,-0.5
201,0.12410927431083338,0.02381024652317028,-0.5,-0.3442225954241868,-0.5,0.9869598058339965,-0.5,-0.5,-0.010998967376724792,0.5747576455935829,-0.5,-0.5,1.0,-0.42395373090322275,0.35269912905209255,0.08613245132312121,-0.11816911770141691,-0.5,-0.13735311313818885,0.3852597671778868,0.689943843520034,-0.284509173200901,0.22363925993837802,-0.21760277242122897,-0.4147232650998498,0.361526069763019,-0.5,-0.5,0.05089069863998225,1.0,-0.05544095008667145,-0.5,0.10766323291323028,-0.5,0.8589825886621864,0.051650057708864626,-0.13580936644977817,-0.5,1.0,-0.46798879508822305,-0.3296050694722204,-0.009020350428805023,0.4475976744960783,0.28375443553331664,0.09254060886271857,-0.44662557150988025,0.23561587950033344,-0.5,-0.5,-0.29117980283228473,-0.5,-0.5,-0.1092444859529602,0.0697520544639507,-0.5,-0.1358482323820562,0.46470550390710624,0.777270966517173,1.0,-0.5,-0.0053821826274130045,-0.4961751573009933,0.11502476732355638,-0.5,1.0,0.7611334973128622,0.582983614885129,0.6012481781279565,-0.26531466056060576,1.0,-0.13090675548863548,0.7208979996550168,0.13858268778060256,0.004121975904902147,0.0650589261003955,0.04897247086469898,-0.5,-0.5,-0.3502823292743473,-0.5,-0.5,0.6187553933915221,-0.13137506325125378,-0.3274768898893488,-0.5,-0.5,-0.2584895246702731,-0.0500878168878962,-0.32588678928593856,-0.2375606898015535,0.6178770828290041,0.4408804485988719,0.4077306403907496,-0.5,-0.5,1.0,1.0,0.41838150487147724,-0.23330062828541737,1.0
202,0.3506047026513801,0.04259968946617106,-0.07750340707619804,-0.02683888921768391,-0.22878039337049486,-0.5,0.23733719088998928,-0.43770113327927984,0.12411785933487815,1.0,-0.33863628815210806,-0.24773775359595984,0.029934482242875187,1.0,-0.062956850571802,-0.5,-0.5,0.4491416741202488,-0.5,-0.5,0.30503474513024065,-0.39564181580383384,0.009808844199729765,0.2510069328544136,-0.0651647663207459,-0.03424314872779666,-0.5,0.6142570933526761,-0.06499821219763251,-0.5,0.46396630962656327,-0.4142627834325115,-0.5,-0.22965851656689995,0.517504910026696,-0.5,1.0,-0.5,0.5960422507608611,0.9519938589336723,0.9070669624195034,-0.5,-0.05112364507144236,-0.5,0.5562616557444346,-0.5,-0.5,0.2189577955965534,-0.5,-0.5,1.0,-0.4306453621963929,0.2749144110497368,-0.310226029624062,-0.5,1.0,-0.5,0.29553217238783924,-0.2835974319121724,-0.5,-0.5,0.11575351476545652,0.5671613420492929,-0.5,0.21619104386316312,-0.5,-0.3367445667056027,-0.2871189086966351,0.12021577683083835,0.17472876401812354,1.0,0.22547701765887723,-0.5,-0.5,0.43269670259672655,0.690743091335504,0.6840840851624828,1.0,0.8554193259240129,-0.28209393388407533,-0.3736567280517377,-0.5,0.142960240449943,-0.5,0.8839123382041575,-0.15234259880728238,-0.5,0.38299587204252433,0.2773587862946409,0.010895686864836053,-0.15367319211600633,0.7052241243017526,0.006917933660334326,-0.10413110123340286,-0.3499857317491425,-0.32012600616521925,0.7181795292781203,0.30359470718599074,-0.19516108970266322,-0.5
203,-0.3866266466028747,0.32779575913742953,-0.5,0.07474905616467713,-0.44090620538543596,-0.5,-0.21694490385529439,0.3738138205609823,-0.5,-0.23853122397326454,0.10596070783181147,1.0,0.8747830411702923,-0.5,0.8288633237102263,-0.5,-0.3727347470211098,-0.18943766994829347,-0.5,0.5333110868529751,-0.18217665014423973,-0.2772113922204016,0.11577309195671259,0.3789500901847207,-0.5,-0.05293027234878309,-0.5,-0.5,-0.16558321787065453,1.0,0.26223086595540396,-0.5,-0.12354012965627487,-0.1558963372142974,1.0,0.7330785086573742,0.14630145161992805,0.49588956203143203,-0.5,0.892547454498282,-0.2807035969721592,0.45067784327703986,0.7896415222402691,0.25565457696528515,0.114415190376304,0.42552411946571134,-0.5,-0.5,0.4030915500050485,0.06964358265667873,0.03640427049182328,0.7906039606959409,0.047646121224610344,-0.02194923603821123,-0.5,0.6322915510717084,-0.5,-0.5,-0.3510181917000731,-0.5,0.6744947992938763,0.45981525439447984,-0.5,-0.5,0.17076163685544465,0.48361050876686024,-0.19011129619414574,-0.07923519501996344,0.15448687648148726,0.3228712054498855,0.4731485630934295,-0.5,-0.07455804440840684,-0.5,-0.09718095834424155,-0.5,0.017451813711369397,-0.5,-0.25284309019924045,0.3096619416839152,1.0,-0.5,0.7703797460409236,-0.5,-0.5,0.6743798028539807,0.1992358323309565,1.0,0.18937583757244947,0.9236573644330587,-0.5,-0.3894586832335433,0.6404825238183676,-0.32509669717910766,-0.5,-0.3228612937023382,-0.5,-0.5,0.45221742813408194,-0.5
