id,class,nameplate,rho,rho_hat,cost_ann,is_intermittent
498,gas,253.68904768180943,0.77,0.0,120000.0,false
499,gas,285.695164808382,0.77,0.0,120000.0,false
500,gas,1630.850726180989,0.77,0.0,120000.0,false
501,gas,380.3402448027216,0.77,0.0,120000.0,false
502,gas,356.26182771141896,0.77,0.0,120000.0,false
503,gas,444.7370876920996,0.77,0.0,120000.0,false
504,gas,629.4224399013582,0.77,0.0,120000.0,false
505,gas,349.7630739896538,0.77,0.0,120000.0,false
506,gas,274.37781457083105,0.77,0.0,120000.0,false
507,solar,94.34953018327667,0.13,0.1,115000.0,true
508,solar,28.8381984049885,0.13,0.1,115000.0,true
509,solar,273.56944514983445,0.13,0.1,115000.0,true
510,solar,57.062779109168666,0.13,0.1,115000.0,true
511,solar,47.66202054215818,0.13,0.1,115000.0,true
512,solar,12.28861085881987,0.13,0.1,115000.0,true
513,solar,209.64358268788365,0.13,0.1,115000.0,true
514,solar,54.471136868612334,0.13,0.1,115000.0,true
515,solar,42.92843013820612,0.13,0.1,115000.0,true
516,solar,200.39453742402898,0.13,0.1,115000.0,true
517,solar,47.22917153947802,0.13,0.1,115000.0,true
518,solar,27.124656485348673,0.13,0.1,115000.0,true
519,solar,86.74787157613093,0.13,0.1,115000.0,true
520,solar,28.720345355444028,0.13,0.1,115000.0,true
521,solar,206.08915281651684,0.13,0.1,115000.0,true
522,solar,95.62523546033495,0.13,0.1,115000.0,true
523,solar,81.7065066419235,0.13,0.1,115000.0,true
524,solar,32.42518988080066,0.13,0.1,115000.0,true
525,solar,82.88182560694833,0.13,0.1,115000.0,true
526,solar,74.86301861221021,0.13,0.1,115000.0,true
527,solar,27.13904914040348,0.13,0.1,115000.0,true
528,solar,65.75725451345491,0.13,0.1,115000.0,true
529,solar,281.0306980085063,0.13,0.1,115000.0,true
530,solar,63.749644120059386,0.13,0.1,115000.0,true
531,solar,100.26027580426623,0.13,0.1,115000.0,true
532,solar,107.30782292144691,0.13,0.1,115000.0,true
533,solar,227.3997427454698,0.13,0.1,115000.0,true
534,solar,231.33032054787125,0.13,0.1,115000.0,true
535,solar,83.23828229225568,0.13,0.1,115000.0,true
536,solar,59.69806346430217,0.13,0.1,115000.0,true
537,solar,31.675292461402027,0.13,0.1,115000.0,true
538,solar,235.6686464315403,0.13,0.1,115000.0,true
539,solar,77.9620482274621,0.13,0.1,115000.0,true
540,solar,61.73639449520937,0.13,0.1,115000.0,true
541,solar,74.67973111849405,0.13,0.1,115000.0,true
542,solar,601.2693005290863,0.13,0.1,115000.0,true
543,solar,109.14062025476944,0.13,0.1,115000.0,true
544,solar,163.52655975507923,0.13,0.1,115000.0,true
545,solar,83.42903312363538,0.13,0.1,115000.0,true
546,solar,40.02848457244097,0.13,0.1,115000.0,true
547,solar,68.25156798803084,0.13,0.1,115000.0,true
548,solar,57.66853044793082,0.13,0.1,115000.0,true
549,solar,57.49645788753753,0.13,0.1,115000.0,true
550,solar,58.17964853286386,0.13,0.1,115000.0,true
551,solar,57.88902777468029,0.13,0.1,115000.0,true
552,solar,16.68030652275161,0.13,0.1,115000.0,true
553,solar,66.77181421281838,0.13,0.1,115000.0,true
554,solar,53.37544307820409,0.13,0.1,115000.0,true
555,solar,84.35630174712453,0.13,0.1,115000.0,true
556,solar,84.12444175233412,0.13,0.1,115000.0,true
557,solar,236.0641022478999,0.13,0.1,115000.0,true
558,solar,57.317836642324195,0.13,0.1,115000.0,true
559,solar,65.4957249126693,0.13,0.1,115000.0,true
560,solar,152.0229124452046,0.13,0.1,115000.0,true
561,solar,151.74190602129127,0.13,0.1,115000.0,true
562,solar,25.653119428975582,0.13,0.1,115000.0,true
563,solar,120.71268977249419,0.13,0.1,115000.0,true
564,solar,61.03358456546404,0.13,0.1,115000.0,true
565,solar,101.618177117764,0.13,0.1,115000.0,true
566,solar,70.93173677949848,0.13,0.1,115000.0,true
567,solar,50.65913047573217,0.13,0.1,115000.0,true
568,solar,90.59890831590545,0.13,0.1,115000.0,true
569,solar,208.45076243223016,0.13,0.1,115000.0,true
570,solar,114.13043110569805,0.13,0.1,115000.0,true
571,solar,208.09202977193647,0.13,0.1,115000.0,true
572,solar,130.05044483224472,0.13,0.1,115000.0,true
573,solar,51.57713473526566,0.13,0.1,115000.0,true
574,solar,168.42682376814113,0.13,0.1,115000.0,true
575,solar,26.419182416461613,0.13,0.1,115000.0,true
576,solar,79.30075648088585,0.13,0.1,115000.0,true
577,solar,68.62056302149261,0.13,0.1,115000.0,true
578,solar,36.90808781133594,0.13,0.1,115000.0,true
579,solar,68.21518577183336,0.13,0.1,115000.0,true
580,solar,130.6630961972353,0.13,0.1,115000.0,true
581,solar,86.47112364570981,0.13,0.1,115000.0,true
582,solar,117.72093429666397,0.13,0.1,115000.0,true
583,solar,69.10392800789816,0.13,0.1,115000.0,true
584,solar,39.40276221861785,0.13,0.1,115000.0,true
585,solar,14.493952764431938,0.13,0.1,115000.0,true
586,solar,25.668153415804188,0.13,0.1,115000.0,true
587,solar,63.662823613561365,0.13,0.1,115000.0,true
588,solar,54.32936558199097,0.13,0.1,115000.0,true
589,solar,74.78659546469905,0.13,0.1,115000.0,true
590,solar,103.00457976788118,0.13,0.1,115000.0,true
591,solar,191.05696404653204,0.13,0.1,115000.0,true
592,solar,134.86026566629118,0.13,0.1,115000.0,true
593,solar,97.84669275763672,0.13,0.1,115000.0,true
594,solar,127.15429838178804,0.13,0.1,115000.0,true
595,solar,33.84107124642888,0.13,0.1,115000.0,true
596,solar,161.72276335046695,0.13,0.1,115000.0,true
597,solar,254.77918282461093,0.13,0.1,115000.0,true
598,solar,159.86751736777325,0.13,0.1,115000.0,true
599,solar,33.16697672416988,0.13,0.1,115000.0,true
600,solar,378.0998419121925,0.13,0.1,115000.0,true
601,solar,219.21085645833224,0.13,0.1,115000.0,true
602,solar,78.60622012175965,0.13,0.1,115000.0,true
603,solar,18.683124141864514,0.13,0.1,115000.0,true
604,solar,158.59298638319765,0.13,0.1,115000.0,true
605,solar,86.66497260937648,0.13,0.1,115000.0,true
606,solar,128.14359970656167,0.13,0.1,115000.0,true
607,solar,64.77670955874738,0.13,0.1,115000.0,true
608,solar,243.41484955913393,0.13,0.1,115000.0,true
609,solar,81.66269520180599,0.13,0.1,115000.0,true
610,solar,65.04032876740783,0.13,0.1,115000.0,true
611,solar,121.73485418319346,0.13,0.1,115000.0,true
612,solar,85.5492199719553,0.13,0.1,115000.0,true
613,solar,57.64606682503484,0.13,0.1,115000.0,true
614,solar,129.1655741625682,0.13,0.1,115000.0,true
615,solar,67.36322948910939,0.13,0.1,115000.0,true
616,solar,121.62845096394591,0.13,0.1,115000.0,true
617,solar,100.30383566325658,0.13,0.1,115000.0,true
618,solar,109.73119181812346,0.13,0.1,115000.0,true
619,solar,46.29150398494725,0.13,0.1,115000.0,true
620,solar,41.61618729833562,0.13,0.1,115000.0,true
621,solar,50.38068189002216,0.13,0.1,115000.0,true
622,solar,98.37964301059287,0.13,0.1,115000.0,true
623,solar,105.28032350348913,0.13,0.1,115000.0,true
624,solar,30.49900671469262,0.13,0.1,115000.0,true
625,solar,207.9102691361921,0.13,0.1,115000.0,true
626,solar,65.37930061206816,0.13,0.1,115000.0,true
627,solar,81.45732543913319,0.13,0.1,115000.0,true
628,solar,102.74352370713451,0.13,0.1,115000.0,true
629,solar,37.144506058393304,0.13,0.1,115000.0,true
630,solar,48.74555601651578,0.13,0.1,115000.0,true
631,solar,120.86756598086366,0.13,0.1,115000.0,true
632,solar,172.19888969608775,0.13,0.1,115000.0,true
633,solar,83.99491519047885,0.13,0.1,115000.0,true
634,solar,197.36358630586324,0.13,0.1,115000.0,true
635,solar,107.76809205813,0.13,0.1,115000.0,true
636,solar,137.8490355427106,0.13,0.1,115000.0,true
637,solar,136.3974769885647,0.13,0.1,115000.0,true
638,solar,51.791977611323546,0.13,0.1,115000.0,true
639,solar,70.92912822616253,0.13,0.1,115000.0,true
640,solar,65.59975565525498,0.13,0.1,115000.0,true
641,solar,67.20683010733246,0.13,0.1,115000.0,true
642,solar,57.94224162320544,0.13,0.1,115000.0,true
643,solar,42.12983478151291,0.13,0.1,115000.0,true
644,solar,355.59589441732624,0.13,0.1,115000.0,true
645,solar,146.07784026778359,0.13,0.1,115000.0,true
646,solar,65.6763983187585,0.13,0.1,115000.0,true
647,solar,115.34758477153034,0.13,0.1,115000.0,true
648,solar,140.33018956154382,0.13,0.1,115000.0,true
649,wind,144.16855142833847,0.38,0.3,150000.0,true
650,wind,62.94423220449835,0.38,0.3,150000.0,true
651,wind,38.5116361436815,0.38,0.3,150000.0,true
652,wind,98.89865433318833,0.38,0.3,150000.0,true
653,wind,57.13688896179736,0.38,0.3,150000.0,true
654,wind,66.596968281759,0.38,0.3,150000.0,true
655,wind,36.194834303957755,0.38,0.3,150000.0,true
656,wind,45.59054199687682,0.38,0.3,150000.0,true
657,wind,41.268610312568626,0.38,0.3,150000.0,true
658,wind,31.45049001564883,0.38,0.3,150000.0,true
659,wind,69.3544470198521,0.38,0.3,150000.0,true
660,wind,108.01252038880102,0.38,0.3,150000.0,true
661,wind,60.68894976440196,0.38,0.3,150000.0,true
662,wind,70.3670602200485,0.38,0.3,150000.0,true
663,wind,16.066140760715317,0.38,0.3,150000.0,true
664,wind,69.85355834141325,0.38,0.3,150000.0,true
665,wind,91.42024941954293,0.38,0.3,150000.0,true
666,wind,96.01739812139817,0.38,0.3,150000.0,true
667,wind,54.34820377206924,0.38,0.3,150000.0,true
668,wind,82.36327160700971,0.38,0.3,150000.0,true
669,wind,38.96552138882145,0.38,0.3,150000.0,true
670,wind,25.66321034186482,0.38,0.3,150000.0,true
671,wind,65.3675854361853,0.38,0.3,150000.0,true
672,wind,233.3402182263773,0.38,0.3,150000.0,true
673,wind,66.51433590333735,0.38,0.3,150000.0,true
674,wind,65.4554219648905,0.38,0.3,150000.0,true
675,wind,50.84403125310681,0.38,0.3,150000.0,true
676,wind,82.46660488763278,0.38,0.3,150000.0,true
677,wind,42.21096225671557,0.38,0.3,150000.0,true
678,wind,86.60501372459072,0.38,0.3,150000.0,true
679,wind,43.5416450515252,0.38,0.3,150000.0,true
680,wind,85.86416262873884,0.38,0.3,150000.0,true
681,wind,94.43993438741163,0.38,0.3,150000.0,true
682,wind,68.57634206241072,0.38,0.3,150000.0,true
683,wind,100.28687339812419,0.38,0.3,150000.0,true
684,wind,17.238355947795093,0.38,0.3,150000.0,true
685,wind,22.358629279811662,0.38,0.3,150000.0,true
686,wind,105.39545562573083,0.38,0.3,150000.0,true
687,wind,45.76361947769173,0.38,0.3,150000.0,true
688,wind,72.70013705488175,0.38,0.3,150000.0,true
689,wind,42.01738575837081,0.38,0.3,150000.0,true
690,wind,52.25402037760247,0.38,0.3,150000.0,true
691,wind,66.56798160390652,0.38,0.3,150000.0,true
692,wind,44.76910373653211,0.38,0.3,150000.0,true
693,wind,39.00279943633857,0.38,0.3,150000.0,true
694,wind,97.59309940766245,0.38,0.3,150000.0,true
695,wind,13.068555295965044,0.38,0.3,150000.0,true
696,wind,28.236124282527488,0.38,0.3,150000.0,true
697,wind,174.5088616829557,0.38,0.3,150000.0,true
698,wind,29.004641148590288,0.38,0.3,150000.0,true
699,wind,81.16711546486182,0.38,0.3,150000.0,true
700,wind,30.56867385775394,0.38,0.3,150000.0,true
701,wind,68.88766898812557,0.38,0.3,150000.0,true
702,wind,53.17876732734877,0.38,0.3,150000.0,true
703,wind,37.37368944664935,0.38,0.3,150000.0,true
704,wind,22.14314513123473,0.38,0.3,150000.0,true
705,wind,51.33648813077139,0.38,0.3,150000.0,true
706,wind,425.37989552413427,0.38,0.3,150000.0,true
707,wind,63.22281981233299,0.38,0.3,150000.0,true
708,wind,74.97571149239663,0.38,0.3,150000.0,true
709,wind,132.6126993636531,0.38,0.3,150000.0,true
710,wind,94.79623866569356,0.38,0.3,150000.0,true
711,wind,115.79815308477718,0.38,0.3,150000.0,true
712,wind,38.669968504552465,0.38,0.3,150000.0,true
713,wind,68.01512478005122,0.38,0.3,150000.0,true
714,hybrid,274.0884199033039,0.3,0.2,160000.0,true
715,hybrid,76.96811343328378,0.3,0.2,160000.0,true
716,hybrid,296.8900125522979,0.3,0.2,160000.0,true
717,hybrid,71.37198388220999,0.3,0.2,160000.0,true
718,hybrid,59.10893399020554,0.3,0.2,160000.0,true
719,hybrid,107.50961519423643,0.3,0.2,160000.0,true
720,hybrid,227.1722546783983,0.3,0.2,160000.0,true
721,hybrid,553.3279860006828,0.3,0.2,160000.0,true
722,hybrid,293.4544520399837,0.3,0.2,160000.0,true
723,hybrid,100.37321758332179,0.3,0.2,160000.0,true
724,hybrid,98.36862494616672,0.3,0.2,160000.0,true
725,hybrid,248.8047424717293,0.3,0.2,160000.0,true
726,hybrid,74.21261692191541,0.3,0.2,160000.0,true
727,hybrid,251.45967180198159,0.3,0.2,160000.0,true
728,hybrid,142.87502342104779,0.3,0.2,160000.0,true
729,hybrid,286.41681717231967,0.3,0.2,160000.0,true
730,hybrid,363.5605178766273,0.3,0.2,160000.0,true
731,hybrid,256.40095086113155,0.3,0.2,160000.0,true
732,hybrid,62.874912287056844,0.3,0.2,160000.0,true
733,hybrid,59.72925568621327,0.3,0.2,160000.0,true
734,hybrid,401.8867681719459,0.3,0.2,160000.0,true
735,hybrid,313.65240220852803,0.3,0.2,160000.0,true
736,hybrid,185.3857375237662,0.3,0.2,160000.0,true
737,hybrid,79.88874832907585,0.3,0.2,160000.0,true
738,hybrid,168.79595077551696,0.3,0.2,160000.0,true
739,hybrid,97.10294366063658,0.3,0.2,160000.0,true
740,hybrid,226.63022919142455,0.3,0.2,160000.0,true
741,hybrid,243.16919992649423,0.3,0.2,160000.0,true
742,hybrid,89.96381527086568,0.3,0.2,160000.0,true
743,hybrid,196.25926062574672,0.3,0.2,160000.0,true
744,hybrid,102.00209507786259,0.3,0.2,160000.0,true
745,hybrid,168.92494688830922,0.3,0.2,160000.0,true
746,hybrid,217.91687559092207,0.3,0.2,160000.0,true
747,hybrid,191.1635836676786,0.3,0.2,160000.0,true
748,hybrid,428.7872380631824,0.3,0.2,160000.0,true
749,hybrid,117.98072989781879,0.3,0.2,160000.0,true
750,hybrid,235.201165281673,0.3,0.2,160000.0,true
751,hybrid,228.66813410819685,0.3,0.2,160000.0,true
752,hybrid,36.88647640475035,0.3,0.2,160000.0,true
753,hybrid,147.81402180704282,0.3,0.2,160000.0,true
754,hybrid,440.4393733658069,0.3,0.2,160000.0,true
755,hybrid,136.07829164909163,0.3,0.2,160000.0,true
756,hybrid,165.16560170502953,0.3,0.2,160000.0,true
757,hybrid,307.9469990879044,0.3,0.2,160000.0,true
758,hybrid,67.32128901661736,0.3,0.2,160000.0,true
759,nuclear,249.0189611759481,0.95,0.0,690000.0,false
760,nuclear,646.9246257329977,0.95,0.0,690000.0,false
761,nuclear,295.94213161491894,0.95,0.0,690000.0,false
762,nuclear,1617.0787573234081,0.95,0.0,690000.0,false
763,nuclear,191.31200309024567,0.95,0.0,690000.0,false
764,nuclear,224.221423977824,0.95,0.0,690000.0,false
765,nuclear,1297.6561133811051,0.95,0.0,690000.0,false
766,nuclear,1104.4976880390209,0.95,0.0,690000.0,false
767,nuclear,274.7302744070746,0.95,0.0,690000.0,false
768,nuclear,582.4958128013706,0.95,0.0,690000.0,false
769,nuclear,777.8926327662163,0.95,0.0,690000.0,false
770,nuclear,942.8609081765758,0.95,0.0,690000.0,false
771,nuclear,425.3714344429279,0.95,0.0,690000.0,false
772,nuclear,1141.7118439055564,0.95,0.0,690000.0,false
773,nuclear,292.0070923804582,0.95,0.0,690000.0,false
774,nuclear,1290.7420892354412,0.95,0.0,690000.0,false
775,nuclear,202.97523859127395,0.95,0.0,690000.0,false
776,nuclear,1427.0019206695574,0.95,0.0,690000.0,false
777,nuclear,627.2484441927448,0.95,0.0,690000.0,false
778,nuclear,308.18096388509923,0.95,0.0,690000.0,false
779,nuclear,745.3880848331163,0.95,0.0,690000.0,false
780,nuclear,780.3997389931654,0.95,0.0,690000.0,false
781,nuclear,184.27585920532474,0.95,0.0,690000.0,false
782,nuclear,390.0549828543127,0.95,0.0,690000.0,false
783,nuclear,979.3433161450971,0.95,0.0,690000.0,false
784,nuclear,427.1132618800993,0.95,0.0,690000.0,false
785,nuclear,473.5543962991169,0.95,0.0,690000.0,false
786,hydro,21.6657061619051,0.38,0.0,200000.0,false
787,hydro,11.182576203898732,0.38,0.0,200000.0,false
788,hydro,6.3849669213485365,0.38,0.0,200000.0,false
789,hydro,25.612434835568514,0.38,0.0,200000.0,false
790,hydro,17.161043897966277,0.38,0.0,200000.0,false
791,hydro,10.924856043128559,0.38,0.0,200000.0,false
792,hydro,10.45366039415672,0.38,0.0,200000.0,false
793,hydro,24.224229025996202,0.38,0.0,200000.0,false
794,hydro,4.670278644173785,0.38,0.0,200000.0,false
795,hydro,11.829037065636882,0.38,0.0,200000.0,false
796,hydro,5.891210806220669,0.38,0.0,200000.0,false
797,other,29.58454984012666,0.5,0.0,200000.0,false
798,other,8.166164262753849,0.5,0.0,200000.0,false
799,other,17.497774788118335,0.5,0.0,200000.0,false
800,other,38.48724597943814,0.5,0.0,200000.0,false
801,other,65.96014270985533,0.5,0.0,200000.0,false
802,other,39.35288826672057,0.5,0.0,200000.0,false
803,other,49.10208265399596,0.5,0.0,200000.0,false
804,other,8.294106906513536,0.5,0.0,200000.0,false
805,other,12.313909431529273,0.5,0.0,200000.0,false
806,other,35.59986973935419,0.5,0.0,200000.0,false
807,other,15.843463895429753,0.5,0.0,200000.0,false
808,other,35.75316235907786,0.5,0.0,200000.0,false
809,other,95.05238606059096,0.5,0.0,200000.0,false
810,other,27.09586758947102,0.5,0.0,200000.0,false
811,other,21.896385517024576,0.5,0.0,200000.0,false
